target,created_at,date,time,username,tweet,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588354392000,2020-05-01,20:33:12,sadikbuyukaydin,Turkcell kablosuz modem bağlattım  3 2 kişiye kadar bağlanabilir dediler 1 kişi bile bağlanamıyorum yazık sana turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588353804000,2020-05-01,20:23:24,sacrre,Pazartesi yetkili bayinizden uygun bir Türk Telekom paketine geçiş yapacağım. Turkcell pişmanlıktır @Turkcell @TurkcellHizmet,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588353584000,2020-05-01,20:19:44,einherjarcs,"25 megabit internete 100 tl ödüyorum ayrıca en yakın sunucuyla aramdaki ping 25-30ms. 
Yaptığınız reklamlarda dünyanın geri kalanının kıçıyla güldüğü internet hızlarını ""ışık hızında süper hızlı internet"" diye tanıtırken utanmıyor musunuz? @Turkcell @TurkTelekom @VodafoneTR pic.twitter.com/m1AIUCyaJ9",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588351598000,2020-05-01,19:46:38,yukselltorun,Gelen cevaba bak sorunu çözmemişler ötelemişler @Turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588351597000,2020-05-01,19:46:37,recepuludere,2.5 ayda yordun beni turkcell pazartesi itibariyle bırakıyorum @TurkTelekom a geçiş yapacağım 😠😠 hiç bana sizi kaybetmek istemeyiz gibi süslü yazılar yazmayın lütfen @TurkcellHizmet,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588351545000,2020-05-01,19:45:45,selambencekuu,"@Turkcell  bizi bu kadar leş bir netle buluşturduğun için teşekkür ederim, 4.5g gösteriyorsunuz ama nerdeeeee 😠",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588351529000,2020-05-01,19:45:29,glerokan1,Hakkını benim için kullanan herkese İnternet dışında herşeyi vermişsin yazıklar olsun @Turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588351372000,2020-05-01,19:42:52,yukselltorun,Bulunduğum bölgede internet ve telefon çekmede problem var konu ile ilgili 23 nisan da aradım ama çözüm gerçekleşmedi Turkcell sen beklemedim bir hareket oldu çok yazık Turkcell kalitesine hiç yakışmadı,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588351229000,2020-05-01,19:40:29,sudesglm,Size ulaşmak neden bu kadar zor @Turkcell @TurkcellHizmet yine evde cinnet geçiriyorum sayenizde yıllardır müşterinizim corona biter bitmez ilk işim iptal etmek olacak,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588350777000,2020-05-01,19:32:57,iroayb,Aldığınız paralar haram olsun izmirin ortasında 4.5G çekim alanında değilsiniz filan derseniz kahkaha atarım gerçekten Turkcell pişmanlıktan başka hiçbir şey değilsiniz @TurkcellHizmet @SikayetvarCom,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588349503000,2020-05-01,19:11:43,ilbeyozdemir_,Superbox pişmanlıktır arkadaşlar almayın @turkcell  pic.twitter.com/Ead5llLjnu,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588348717000,2020-05-01,18:58:37,alibsdfg,"Turkcell, kardeşim vereceğin internet hizmetine sokarım artık",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588348483000,2020-05-01,18:54:43,crisbeyin,#turkcell @Turkcell @TurkcellHizmet  Allah bin belanizi versin inşallah.,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588347734000,2020-05-01,18:42:14,adaletci_turk,Baz istasyonunuzun ölçüm bilgilerine bakar mısınız? Yazık gerçekten yazık. @TurkTelekom @VodafoneDestek @Turkcell @TurkcellHizmet @VodafoneTR @BTKgovtr @BTKKurumsal pic.twitter.com/okv7TNC32W,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588347732000,2020-05-01,18:42:12,rnz_64,@TurkcellHizmet @Turkcell  ya hepinizin Allah belasını versin. Mobil internet diyoruz istanbulun göbeğinde 4 mbs hız aliyoruz. Ama faturalar sabit. Allah belanizi versin hepinizin.,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588347206000,2020-05-01,18:33:26,mogunes50,@TcellPlatinum evet turkcell 10 yıldır musterınızım paket surem doldu aradım sımdı 3GB 80 6GB89 12GB 109 tl siz insanlarla alaymı gecıyorsunuz 80 tl ye 3GB resmen baska kapıya dıyorsunuz müsterınıze her ay 300 tl fatıura oduyorum acıl destek ıstıyorım #Turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588346915000,2020-05-01,18:28:35,fatihcandan1992,"Bugün itibari ile
@Turkcell  ev interneti bağlattığıma  pişman oldum. Daha doğrusu müşteri hizmetleri pişman etti.   problemi iletmek için aradım. İki farklı söylemle karşılaştım. Tahüdüm bitsin hemen ayrılacağım.",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588346354000,2020-05-01,18:19:14,mustafa92531,Arkadaş sanki dağın başındayız da çekmiyor bide sorunu dile getirdiğimizde planlarımız arasında bulunmamaktadır diyorlar dalga geçer gibi turkcell çekiyor diye geçmeye kalkmayın çekmiyor,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588346302000,2020-05-01,18:18:22,crisbeyin,@Turkcell @TurkcellHizmet  turkcelle hayata bağlan diye reklam yaptiniz ama beni ve arkadaslarimi hayattan soğuttunuz. lanet olsun size! @sametakan29 @mustafa92531,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588346118000,2020-05-01,18:15:18,crisbeyin,"@Turkcell @TurkcellHizmet baz istasyonlarin devrilsin, dronlarin düşsün. abone sayını @vodafone @TurkTelekom a  kaptir insallah. 3 aylij abonenim adindan da kalitenden de nefret ettim. yolun kapansin, elektriğin kesilsin. aldiğin para haram.   @sametakan29 @mustafa92531",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588345736000,2020-05-01,18:08:56,serveddmrr,ödediğim faturalar haram zıkkım olsun. @Turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588345351000,2020-05-01,18:02:31,ookuyan,"Bulduğunuz harika çözümsüzlük için sizi tebrik ederim 👏🏻👏🏻👏🏻 Benim onca yazdığım ve şikayet ettiğim konuları umursamayıp bana hala kampanya linki atıp, müşteri Hizmetleri numarası verip duruyorsunuz !! Çözümsüzlük mü çözümünüz @SuperYardim @Turkcell @TurkcellHizmet",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588345338000,2020-05-01,18:02:18,ebrualp7,"@Turkcell @TurkcellHizmet 1,5 yıldır aynı sorunu defalarca dile getirmemize rağmen nasıl hala bir çözüm üretemezsiniz. Güya çekim alanı en güçlü ve en büyük iletişim ağısınız.",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588344214000,2020-05-01,17:43:34,mubudi,@TurkcellHizmet Turkcell Süper Maç Paketine üye olmadığım hâlde bu ay 26 TL ücret yansıtmışsınız.Ben böyle bir üyeliğe onay vermedim.Ayıp sizin yaptığınız.Faturaya hile ile yansıttığınız 26 TL hak mıdır?Adaletli davranın paket ücretini faturama yansıtmayın!,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588343410000,2020-05-01,17:30:10,olmezreis,"Turkcel evde hayat var.
Gelen giden tüm aramaalr kapandi 1 fatura ödemedim diye yaziklar olsun size iflas ettiğiniz günleri gormek dileklerimle",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588343174000,2020-05-01,17:26:14,aonurhan46,Soygunun yeni adı değişik fatura isimleri üretmek olmuş. Miktarlar çok olunca insanın gözüne geliyor ama uyanıklar çoğu zamanda küçük miktarlarla vatandaşlara geçiriyor. @Turkcell in güvenilmemesi gereken bir firma olduğunu anlamış olduk.,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588342842000,2020-05-01,17:20:42,okanbasaranob,Süperbox pişmanlıktır! 3 gündür 1 mbps hız bile alamıyorum. Turkcell hat kullanıyorum o full çekerken ne hikmetseSüperbox da takılı hat çekmiyor ve çözüm bulunamıyor🤔 @TurkcellHizmet,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588342594000,2020-05-01,17:16:34,volsadeumortron,Bu turkcell salla kazandan günlük internet veriyor ama normal paketini bitirmeden kullanamıyorsun diyor niye kimse buna ses çıkarmıyor bu düpedüz alay etmedir dolandırmadır arkadaşlar,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588342028000,2020-05-01,17:07:08,mahmut6315,Helal olsun @Turkcell LTE de 1.5 KB/s sunduğunuz hizmetin haddi hesabı yok...  pic.twitter.com/Bypl3iPBhR,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588341754000,2020-05-01,17:02:34,yellowredgs,"@Turkcell evde kal diyorsun bizi kanser eden Bip'inze mahkum ediyorsunuz.
🚩Zaten en pahalı en kazık operatör internet yerine bu saçma hediyeye bak sen. 
🚫 Bip'iniz kopsun 
@TurkcellHizmet pic.twitter.com/6d6lMNJOEe",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588341103000,2020-05-01,16:51:43,can80296075,@TurkcellHizmet @Turkcell superboxu hic tavsiye etmiyorum 1 ay olmadan kapattirdim cekmiyor verilen 180 tl bosa gidiyor ayrica iptal icinde 379 tl gibi bir rakam istiyorlar.,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588340392000,2020-05-01,16:39:52,crisbeyin,@TurkcellHizmet @Turkcell  siz daha batmadiniz mi? hizmetiniz bize ulaşmayinca iflas ettiniz sandik. pardon siz haksiz yere aldiginiz paralari saymakla mesguldunuz. pardon pardon. sessiz oluyoruz tamam ses etmeyecegiz sayin paralarinizi.@Turkcell @sametakan29 @mustafa92531,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588339985000,2020-05-01,16:33:05,fevziakbay,"@Turkcell herkesin evden çalışmaya gayret ettiği bu günlerde hiç bir şekilde destek olmadığınızı sözleşme yenileme zamanı geldiğinde unutmayacağız.
#EvdeKal şirket hatlarına fazladan 3-5 bini öderiz sıkıntı yok ama bunuda unutmayız.",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588339802000,2020-05-01,16:30:02,berylesi,bugün 4. gün ve hala turkcell superbox müşteri hizmetlerine bağlanamıyorum. başarısızlıkta çığır açtıkları için tebrik ediyorum 👏🏻 @SuperYardim @TurkcellCellnet @turkcell @superbox @TurkcellHizmet,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588338581000,2020-05-01,16:09:41,melikmirac,@Turkcell  para almaya gelince bir saniye kaybetmezsiniz.. Ama iş yapmaya gelince tık yok iki hafta da işlem yapamaz mı oldunuz ?,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588338493000,2020-05-01,16:08:13,semhsmsk,"Bi modem kurmayı bile beceremeyen Turkcell, yakın zamanda 2 internet, 3 telefon hattıyla size elveda :)) @TurkTelekom geliyorum",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588337725000,2020-05-01,15:55:25,sezginsertoglu_,Kendi paramızla rezil oluyoruz lanet olsun sizi gibi firmayada internetinede ay sonu gelince parayı hemen tahsil edersiniz ama iş icraata gelince yok tüüü yazıklar olsun be haram olsun @Turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588336005000,2020-05-01,15:26:45,kilitmusic,Turkcell neden yavaşsın turkceeeeeeeelllll #Turkcell @turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588334896000,2020-05-01,15:08:16,ozgurkoseo,Ben de her ay paketimin 3 katı fatura ödemekten bıktım vallahi. Taahhüt bitince görüşücez seninle Turkcell..,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588334864000,2020-05-01,15:07:44,cuneyt_tuna41,Evet bir hata yaptım ve Turkcell dijital mağazadan ürün aldım. Ah bileydim tele kurye ile gönderiyorsun asla alışveriş yapmazdım. 1 haftadır evde olduğum halde sürekli beni bulamayıp gönderim tarihini erteliyorlar. @TurkcellHizmet böyle hizmet yok. #telekurye,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588334633000,2020-05-01,15:03:53,aydgnvildan,@TurkcellHizmet 104631947 numaralı talebimle ilgili hala dönüş yapılmadı. Tam bir haftadan beri ben ve 200 öğrencim mağdur ediliyoruz. Ders yapamıyoruz. Yetti sizin sorumsuzluğunuz artık tarafıma bugün acil dönülmezse pazartesi hattımı ve ev superonlıne ı Turkcell’den taşıyacağım,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588334389000,2020-05-01,14:59:49,berk1283,Benim 10 günden fazla oldu hala kuryede. Bir daha Turkcell’den alışveriş yapmam. Rezillik,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588334062000,2020-05-01,14:54:22,aylakbasak,@Turkcell ‘in neden interneti yavaşlattığını da! Topunuz şerefsizsiniz!,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588332627000,2020-05-01,14:30:27,adalikaptan1907,Senden kurtulmak için gün sayıyorum haram zıkkım olsun verdiğim paralar @Turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588332146000,2020-05-01,14:22:26,emreeesrky,@Turkcell @TurkcellHizmet  Superbox tamamen pismanliktir. Dağda bayırda çekiyor dediginiz netiniz şehrin ortasında çekmiyor. 1 mb bile çekmiyor. Müşteri hizmetlerinizle 1 saat konuştuk defalarca konuştuk hicbir şey yapılmıyor. 170 tl aylık fatura ödediğim tamamen boş bir kutu.,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588331447000,2020-05-01,14:10:47,akmaralhatun,Turkcell dalga geçer gibi nasılsa her yerde çekiyorum diye beni seçiyor ne kadar pahalı yapayımda milleti kazıklayayım derdine düşmüş..,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588330227000,2020-05-01,13:50:27,efeagackesen,"Türk Telekom'a geçtiğim günden beri sürekli Turkcell arıyor, yok öyle indirim yapalım, böyle tarife uygulayalım falan.... Aboneyken ondan bundan 3 lira 5 lira çakacağınıza aklınızı başınıza alsaydınız.",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588328714000,2020-05-01,13:25:14,fatih78_zgl,@Turkcell hem vatandaşı şebeke problemi ile hemde fatura tutarının arttırılması ile mağdur eden tek firma @sikayetblog @tbtuketiciler @SikayetvarCom @etuketici @tuketiciningucu @tuketicikanunu @tuketicienstitu @tuketicipostasi,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588327809000,2020-05-01,13:10:09,karavanasem034,Aloooo 15 gündür  internet yok diyorum deprem olur  cekmezsiniz virüs  olur  çekmezsiniz bugünlerde işe yaramadiktan sonra telsizden ne farkınız  var size diyorum @TurkcellHizmet @Turkcell @TcellPlatinum,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588326913000,2020-05-01,12:55:13,mehmetkrelebi2,22 nisan 2020 tarihinde 45 tl karşılığı çocuğumun kullandığı hatta turkcellden paket satın aldım. On gündür paketi tanımlamıyor. Defalarca aradım sonuç alamadım. Gaspçı hırsız #turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588326125000,2020-05-01,12:42:05,bulent2043,"Bugün Sabah 2 yıllık Turkcell kazıklanmasından kurtulup başka operatöre geçtim.
TURKCELL Türk milletini 
KAZIKLIYOR..",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588325961000,2020-05-01,12:39:21,gokhan_john,"#1Mayıs Bu gün hakkımı yiyen hala hiç bir şey olmamış gibi sefa süren insanlara selam olsun ! Seni unutmayacağım Turkcell ! Adın marka ama içindeki insanlar ne yazık ki beş para etmiyor.Yalanla dolanla kaç kişinin hakkına girdiler ,harcadılar.",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588323879000,2020-05-01,12:04:39,caglayan0663,Aynen katılıyorum size @Turkcell pişmanlıktır diğer operatörler daha cazip taahhüt bitince en kısa zamanda başka operatöre geçerim,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588323785000,2020-05-01,12:03:05,bormanshe,"Bu yamyam Turkcell'e karşı aklı başında avukatları özel bir iletişim şirketinin adında 80 milyona ait ortak bir ismi, (Türk) ibaresini kullanmak, milli bir değeri ticari amaçla istismar etmek, keyfi faturalarla halkı canından bezdirmek suçlarından dava açsınlar.",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588323446000,2020-05-01,11:57:26,muratcan_m7,@TurkcellHizmet @Turkcell  sakın benle iletişime geçmeyin ağır küfür ederim 1 saattir açmıyorsunuz telefonumu hepiniz adisiniz.,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588322356000,2020-05-01,11:39:16,caglayan0663,Boşversene ben 1 yıldır salla kazan yapıyorum hep boş şeyler geliyo iki hattım da Turkcell en kısa zaman da aranızdan ayrılmak dileği ile,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588322022000,2020-05-01,11:33:42,caglayan0663,@Turkcell ayda yılda bir  verdiğiniz 1 GB hediye oda iftardan sonra tahahüttüm bitince başka operatöre geçiş yapacam onlar en azında bol bol internet hediye ediyorlar  pic.twitter.com/mqvlWQYo8h,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588321777000,2020-05-01,11:29:37,kulkedisi1964,"Bende 27 yillik abonenizdim evet kesinlikle müşteri memnuniyeni asla düşünmüyorsunuz hep vidi vidi ayni laflar bilgilendirme yapmayi bilmeyen personeliniz ve paket içerikleriniz saçma, üstüne çok pahalısınız bende goodbye diyen abonenizim @Turkcell",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588320568000,2020-05-01,11:09:28,irfan_biyik,@TurkcellHizmet Eğer bir marka nasıl rezil edilir konusu okutulacaksa Turkcell’in Superonline’ı her okulda anlatılmalı. 1.5 ay önce başvurduğum Superbox’ın kurulumunu beklemeye devam ediyorum. Bir de haftada bir kere arayıp takip ediyoruz demeleri yok mu !,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588319728000,2020-05-01,10:55:28,drgnspy,Bence müşteri kaybetme kaygıları kalmamış artık..Bize de yeni dönemde yüzde 10 zamlı paket önerdiler bu krizde..,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588317471000,2020-05-01,10:17:51,aliiihsan,Bence gelmiş geçmiş en kazzzzıkçı Türk şirketi Turkcell dir. Hiç konuşmadığınız hatta para ödersiniz neden diye sorarsanız borçlu çıkarsınız.,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588313594000,2020-05-01,09:13:14,elif82506355,@TurkcellHizmet kullanmadığım 15 GB lık internetin faturasını  http://xn--dyorum-vxa3c.Veödüyorum.Ve  ödemeye de 8 ay daha devam edeceğim.müşteri memnuniyetsizliği bu kadar mı önemsenir!teşekkürler Turkcell!,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588313153000,2020-05-01,09:05:53,mustafa38918671,Turkcell beni arayıp resmen dolandırdı hemde kayıtı ispatı elimde onay vermediğim halde benim hatlarımi faturaliya geçirip resmen dolandırıcılık yapmıştır tüm türkiye duysun. @TurkcellHizmet @Turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588312983000,2020-05-01,09:03:03,fevzituncay48,Hat acma kapama soygunu.#Turkcell  pic.twitter.com/9WzXSI6J3t,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588311969000,2020-05-01,08:46:09,tolgatvkc82,Benim de öyle. Bende Turkcell den ayrılıcam Fatura problemimden dolayı!!!!!!,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588310876000,2020-05-01,08:27:56,yaamursesi,#Turkcell sadece kocaman bir pişmanlıksın mobil imzam olmasa aslada durmam,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588305882000,2020-05-01,07:04:42,partzno,Şuan bu Tweeti bile kendi @Turkcell İnternetimden yapamıyorum. O kadar ki aciz bir operatörsünüz.. #Turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588304940000,2020-05-01,06:49:00,partzno,"Bugüne kadar yaşadığım en büyük pişmanlıklardan birtanesi @Turkcell'e geçmek.. Şebeke sıkıntısından dolayı defalarca aramama rağmen hiç bir netice alamıyorum..
   #turkcellpişmanlıktır",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588299286000,2020-05-01,05:14:46,sharkman005,Benim internet hızım ve Turkcell'in anlık arıza haritası. Günlerdir ne müşteri temsilcisi ne de twitter hesapları bana cevap vermiyor. Ben de buradan ifşalayayım dedim. Çuvalla fatura ödeyip hizmet alamadığınız kurumun adıdır Turkcell. @TurkcellHizmet pic.twitter.com/llhcZGTotY,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588294951000,2020-05-01,04:02:31,selma89397914,Seninle ayrılmamıza ramak kaldı Turkcell...Ne çözümlenmez sorunum varmış ki hala arızam askıda...,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588294470000,2020-05-01,03:54:30,bitwitokudum,3 gün mobil veriyi açmayacam  #turkcell bittin oğlum sen. Gerçi sen geçirecek başka bir yer bulursun. Mobil veriyi #kesintisiz olarak kullanmama ücreti gelirse faturaya şaşırmayız. #evde #wifi #var #darbe #Covid_19 #BizBurdayiz #EvdeKal,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588292472000,2020-05-01,03:21:12,melih254535,Yok sizi düşünüyoruz yalan dolan Her türlü pislik sizde mevcut @Turkcell #pişmanlıktır Hemde büyük PİŞMANLIK pic.twitter.com/VgvP4QhX3u,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588291192000,2020-05-01,02:59:52,drnsl_,"Sinyal sıfır diyorum, Bir ara baz istasyonu kuracaz diyor; 
yaklaşık süresi nedir bunun diyorum; süre veremeyiz diyor!!!!! 
Dalga mı geçiyosunuz insanlaaaaaaa?? @TurkcellHizmet @Turkcell",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588290952000,2020-05-01,02:55:52,ayegldmr5,"Çok kaziksin lan Turkcell
Seninle hayata bağlanıyorum",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588290581000,2020-05-01,02:49:41,gulazadeb,"Bir 6 ay daha böyle oyalayıp kullanmadigim internetin faturalari ödettireceksiniz bana.Insanlari dolandırmak adına iyi yöntem bulmuşsunuz.Musteri hizmetleri ve turkcell bayileri oyalıyor ,sorumsuz . #Turkcell #Turkcell",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588289537000,2020-05-01,02:32:17,berylesi,@Turkcell @TurkcellHizmet superbox rezilliğine bi son verin internetimiz çekmiyor yavaşlıktan ölüyor alooo sizden ses yok günlerdir müşteri hizmetlerine bağlanamıyoruz yazıklar olsun size,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588289531000,2020-05-01,02:32:11,bayanholigaan,Abi doğalgaz faturası gibi telefon faturası ödüyorum. Allah belanızı versin artık ya evin internet sorununu çözememeniz yüzünden kirayla kapışmaya doğru gidiyorum! Hayat evden ne kadar güzel dimi?!!! @Turkcell @TurkTelekom @Murat__Erkan @umitonaltr pic.twitter.com/8FKcfqzxp2,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588289394000,2020-05-01,02:29:54,mertmisirli,Eskiden telefondan bağlanırdık internete ama @Turkcell  superbox tan daha hızlı ve kaliteliydi... 48 satte hayattan soğuttu yeminle,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588289359000,2020-05-01,02:29:19,berylesi,turkcell superbox rezilsin !!!! @BasvuruMerkezi @superbox @turkcell @superonline günlerdir müşteri hizmetlerini arıyoruz ulaşamıyoruz saatlerce müziği dayayarak bekletiyorsunuz yeter artık !!!!,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588289274000,2020-05-01,02:27:54,berylesi,turkcell superbox interneti kadar rezilini görmedim 3 gündür saatlerce bekletilip müşteri hizmetlerine bağlanamıyoruz. bu ne kardeşim. internete aylık 170 lira ödüyoruz ama internet kaplumbağa hızında!!! @SuperYardim @superonline @turkcell @superbox @turksellsuperbox,,,,,,,,,,,,,,,,,,,,,,,,,
0,1588288524000,2020-05-01,02:15:24,reaxi,"@TurkcellHizmet @Turkcell Turkcell senin çalıştığın rezalet firma Telekurye, 2 haftadır şu gün geleceğiz bu gün geleceğiz şeklinde mesajlar atıyor, çağrı merkezi kesin gelinecek diyor. Gelen giden yok. Bir sim kartı müşterine teslim edemiyorsun. Senden bir halt olmaz! Net!",,,,,,,,,,,,,,,,,,,,,,,,,
0,1588288483000,2020-05-01,02:14:43,alaturkanature1,“Bugüne kadar yaşadığım en büyük pişmanlık @Turkcell ‘e geçmek oldu. Müşterisini yanlış bilgilendirmesini geçtim iletişim kurmak bile mümkün değil” bu mesajınızdan dolayı olmuş olabilir.  https://twitter.com/ckirazz/status/1255791997253595136 …,,,,,,,,,,,,,,,,,,,,,,,,,
