target,created_at,date,time,username,tweet,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588356263000,2020-05-01,21:04:23,retweetsci,Markasını bilmiyorum klasik turkcell dirkdörtgen beyaz kutu,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588356079000,2020-05-01,21:01:19,turkcellhizmet,Sadece Turkcell'lilere gönderebilirsiniz. Sağlıklı günler dileriz.,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588356042000,2020-05-01,21:00:42,jazetel,"wifi sistemini evde kimse bilmediği için bir ben bağlanıyor, ablam ve kardeşimle her kavga ettiğimde, ya da yalnız kalıp sıkıldığımda ebeveyn kontrolünden internetlerini kesiyorum, asla anlamıyorlar. internetsizlikten de gelip benimle ve evle  ilgileniyorlar tşkler turkcell",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588356019000,2020-05-01,21:00:19,juniorvels,"Durumu ilettim, bakalım bu sorunun çözülmesi için ne kadar zaman beklemeliyiz. #Turkcell  Teknoloji var ama gerçekten kullanabiliyor musunuz. Bir süre bekleyelim, sonuçta #EvdeHayatVar",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588355975000,2020-05-01,20:59:35,1aybukey,Turkcell internet verince sırayla milleti görüntülü arıyoruz naparsın işte köy hayatı lfldlsdkslls,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588355740000,2020-05-01,20:55:40,nztrk6,Sigaramı içme hızım Turkcell fibernetten daha hızlı mk 😂,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588355545000,2020-05-01,20:52:25,zehraylmz86,Başka operatörelere gönderebiliyor muyuz hediyeyi,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588355428000,2020-05-01,20:50:28,dgnbaris,"@Turkcell , @turksatkablo @turksat  yada @VodafoneTR  bi iyilik yapsanız da cayma bedelini ödeseniz size geçsem kol gibi cayma bedeli cikartiyorlar bi yardımcı olsanız",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588355067000,2020-05-01,20:44:27,huseyincelik99,turkcell süper lig cok özledik be cok  pic.twitter.com/leT0ihCRJ2,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588354966000,2020-05-01,20:42:46,seldabakr4,Telekom kaynaklı mı???yan apartmanda annemler oturuyor ttnet İnternetleri ve gayet çalışıyor ??? Bölgesel olsa Telekom kaynaklı olsa annemlerde nasıl internet var ??? Acil bilgi @TurkcellHizmet @Turkcell @Fiberintenet,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588354610000,2020-05-01,20:36:50,ademkse69089050,Hocam öncelikle tavsiyeniz için teşekkür ederim önce şu mobil hattan bir turkcell'e geçim ev interneti için ise turknet düşünüyorum,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588354489000,2020-05-01,20:34:49,umitoncel,"Günlerdir internetim yok, verdiğiniz sözü tutmuyorsunuz, bana sorunu ne zaman çözeceğinizi söylemiyorsunuz. Benim işim gücüm, çocuğun okulu kaldı, turkcell tv içeriklerine erişemiyorum. Ne yapmam gerekiyor bari onu söyleyin, onu yapayım. Şu andaki durum kabul edilemez çünkü...",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588354281000,2020-05-01,20:31:21,mh_superman,"Normalde Turkcell salla kazan: saatlik 20 MB
Karantinada trcell salla kazan: aylık 200 GB",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588354250000,2020-05-01,20:30:50,hknkasm,"Hattım Türk Telekom
Ev interneti Türk Telekom 
Ama gidip babamın telefonunu (Turkcell) kullanıyorum.   Hayrına para ödüyoruz kısaca.. 

#türktelekom",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588354213000,2020-05-01,20:30:13,xemihh,Turkcell illimunatiye bulasmis 😂  pic.twitter.com/46GcUKi0Zn,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588353946000,2020-05-01,20:25:46,eymurd,Biraz önce turkcell fiber internete de başvurdum hızlı gelen aboneyi kapar artık. Ben beklemekten kafayı yedim. Aynı gün gelirseniz turkcelli alırım beni 45 gündür bekleten Türk Telekom senin ben...,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588353880000,2020-05-01,20:24:40,zgrdevrimavci1,#Turkcell #Vodafone #turktelekom  bizler evde kalalim diye neden interneti sinirsiz yapmiyorsunuz. Hani biz birbirimize yeterdik. #ucuzemek,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588353834000,2020-05-01,20:23:54,esergediz,Zaten bu gidişle tarife bitsin direk @Turkcell geçiş yapacağım.,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588353690000,2020-05-01,20:21:30,gokcemazici,Acaba selocanım napıyodur şu an #Turkcell @Turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588353345000,2020-05-01,20:15:45,mrorkunnn,Turkcell Superonline 😎 @Turkcell  pic.twitter.com/y8Zw8nRzME,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588352153000,2020-05-01,19:55:53,bedirhanis,"Şu turkcell'deki iki katı hediye bana gönderir misiniz lütfen wifim yok, selena'yı izleyemiyorum.",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588351625000,2020-05-01,19:47:05,benfarukbaran,"yoo,benim her yerden çekiyor ama ilk seneden sonra fiyat aşırı artıyor. her sene bir turktelekom,bir turkcell'e geçmek lazım uygun fiyat için.",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588351602000,2020-05-01,19:46:42,sudeberberogll,@Turkcell Umarim ankara optimum şubeniz açılır ve telefonumu yaptırırım...,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588351533000,2020-05-01,19:45:33,bilgecetweetler,Niye herkesin telefonunda operatör kısmında Evde Hayat Var yazarken bende Turkcell yazıyor? 😭 @Turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588351503000,2020-05-01,19:45:03,onur47887935,Superboxa ayda 200tl oduyoruz siz hizimizi dusuruyosunuz 40 mgbt upload 5 e dustu cozüm lutfen? @Turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588351499000,2020-05-01,19:44:59,gototechnotr,"@gototechnotr arabahabercisidergisi
.
Teknoloji Dergisi Hediyeli Araba Habercisi Dergisi’nin 17 Sayısı Birden Sadece Turkcell Dergilik’te. dergilik
 http://ArabaHabercisi.com 
 http://Gototechno.com 
.
#Dergilik #Otomotiv #Cuma…  https://www.instagram.com/p/B_pwSuYhk2e/?igshid=1lekb5jbo48ns …",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588351318000,2020-05-01,19:41:58,tgbymc,"Ahhh @Turkcell sen ne muhteşemsin 🖤
Reklamı izlerken yüreğim acıdı, en son güneşin sarısı gökyüzü mavisi renklerimizi görünce anladım bize ait olduğunu 🥰 bu şirketin bir parçası olmaktan bir kez daha onur duydum🖤 iyi ki varsın  https://twitter.com/eskireklamiar/status/1250875494825963520 …",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588351187000,2020-05-01,19:39:47,noyan__baycu,"Bu ne bonkörlük yav.. 1 AY boyunca TAM 1Gb  ! bu kadar eli açık olmayın batarsınız ! #Geliyorlar
@Turkcell @TurkcellHizmet pic.twitter.com/wlmcQtixFs",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588350584000,2020-05-01,19:29:44,aslanseyithan,Sanırım Bu Covid19 denen Virüs Turkcell de yok bizi teğet geçiyor galiba. Ama Mağazanın çevresi sırf virüslü nasıl olacak anlamadık Gerçekten anlam veremiyorum. Daha hiçbirşey bitmeden Mağaza açılışının saat 9 a çekilmesi ilginç. #ucuzemek Turkcell Çalışma saatleri 09.00-19.00,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588350309000,2020-05-01,19:25:09,yesimmcelep,Yahu canım Turkcell çeker misim?,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588349529000,2020-05-01,19:12:09,ozkanki_,@VodafoneTR bir twit atmak hiç bu kadar zor olmamıştı. @Turkcell e dönüş göründü.,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588349441000,2020-05-01,19:10:41,mfigarotr,"Arzum Onan’la sanat ve modaya övgü sayısı. Bilge kadınlardan hayat dersleri; zekanın, iyi huyun yüze yansıması ruh yaşı ve Paris Haute Couture haftası gibi pek çok konuyla Madame Figaro Bahar sayısı bayilerde

Turkcell dergilik ve e-dergi Türk Telekom dijital platformlarında da.  pic.twitter.com/AHHi7psMPN",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588349140000,2020-05-01,19:05:40,bayrambeydogan,Birileri de olayı görmüş koşa koşa gelmiş 👏👏 Burdan çıkacak fırsat tarifene ortagim @rizamaras 😁,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588349115000,2020-05-01,19:05:15,pdrayliin,Turkcell sağ olsun 30 GB hediye vermişti. 18 GB da paketimde vardı sonuç ortada 😂🙈,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588349037000,2020-05-01,19:03:57,eviillordd,Turkcell ile 4 çekiyor,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588348838000,2020-05-01,19:00:38,oguzhan17k,"Neredeyse 2 haftadır böyle bir sorunla uğraşıyorum bir çözüm lütfen.

@TurkcellHizmet @Turkcell  pic.twitter.com/RmIQJCx3jA",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588348235000,2020-05-01,18:50:35,ersenbovatekin,Teşekkür ederim. İyi ki Turkcell var.,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588348083000,2020-05-01,18:48:03,byhnakmermer,bayiliginiz neredeyse ev internetini ve hattimi degistirmeme sebep oluyodu musteri hizmetleriniz kurtardi su bayiliklere bi ayar verin @TurkcellHizmet @Turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588348045000,2020-05-01,18:47:25,demirkolyunus01,"@TTDestek 8 Nisan’dan beri bekletiyosunuz. Eger beni pazartesi gunune kadar “Randevu ekiplerinden” kimse aramazsa uyelik basvurumu hakli olarak iptal ediyorum. Bana verilen sozlerinizi tutmadiniz, acin kayitlarinizi dinleyin. Turkcell superbox’a gecis yapacagim eger aranmazsam!",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588347953000,2020-05-01,18:45:53,rizamaras,"Sosyal pass @VodafoneTR ücretine güncelleme gelmiş 20 liradan 32 liraya inanılmaz % 60 artış @VodafoneDestek üzdünüz korona karantina günlerinde neyse..
Sayın  @Turkcell avantajlı faturasız tarifeleriniz değerlendirilir.",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588347693000,2020-05-01,18:41:33,hekimaslan,@TurkTelekom 25 gb netim var ama çekmediği için kullanamıyorum. Aradıklarında “telefon çekmiyor” dediğimizde ise bi problem olmadığını ya da geçici olduğunu söyleyip kulak arkası yapıyorlar. Çözüm bulmazsanız @Turkcell e geçiş yapacağım.,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588347420000,2020-05-01,18:37:00,eren_ilci,"Sayın @VodafonePark @TurkTelekom @Turkcell şimdi birlik zamanı tamamda üçünüzün birden 4,5g olan çekim gücü E ye düştü bilginize.",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588347355000,2020-05-01,18:35:55,gunduz_kerem,@TurkcellHizmet @Turkcell merhabalar. ben dün itibariyle turktelekom da 35mbps vdsl bir pakete gecis yaptim fakat bana 20 download veriliyor. aradigimda ise sorun yok dendi. acaba size gecis yapsam 35mbps bana tam olarak saglayabilir misiniz?,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588347251000,2020-05-01,18:34:11,delioglany,"Keşke adınızı değiştirseniz, Türk demek kalite demektir. ! Bütün bunları daha önce deneyimlediğimden taahhüt vermedim.  Kaldı 89 günüm tekrar @Turkcell e geçmenin hayalini yaşıyorum 🙏",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588346322000,2020-05-01,18:18:42,boyogludeniz,"Sene 1998, Turkcell'e hat parası için tam 115.000.000 TL (yazıyla Yüz On Beş Milyon Türk Lirası) verdim. Nokia telefon 125 milyon liraydı. Şaka gibi.",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588345869000,2020-05-01,18:11:09,dilaravehayat,ahahhahaahhaha inanılmaz pazarlama tekniğii😅,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588345590000,2020-05-01,18:06:30,tahatncy,Merhabalar sizden turkcell superbox aboneliğim var inanılmaz sıkıntı yaşıyorum sürekli donuyor hiç birşey izleyemiyorum yardımcı olurmusunuz @TurkcellHizmet @SuperYardim,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588345046000,2020-05-01,17:57:26,sakips,"Sevgili Murat
Turkcell kullanicisiyim. Sistemlerinizin hicbiri calismiyor. Para odeyemiyorum, paket verilmiyor, secenekler yok denecek derecede az. 
Biliyorum senin sucun degil ama sistem yedekleme, sistem monitoring... Bunlar calismiyor. 12 saat kredi kartina baglanti yok.",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588344644000,2020-05-01,17:50:44,alperenozyrk,Fiberiniz ucuyor masallah @Turkcell @TurkcellHizmet pic.twitter.com/jWCqdt9DQS,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588344284000,2020-05-01,17:44:44,aasuheyl,"Bence kaçırmayın gece gündüz dizi film izliyor, çok internet harcıyor tabii yine de siz bilirsiniz @TurkcellHizmet @Turkcell",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588344133000,2020-05-01,17:42:13,svisss,Alcatel one touch gazeteden 30 kupon karşılığında alınmış. Turkcell Muhabbet Simkartlı. 100 kontörün sadece 20 sms ettiği zamanlar.  https://twitter.com/bahtl1/status/1256176374013984769 …,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588343796000,2020-05-01,17:36:36,birgaripkz5,@TurkTelekom Dan nefret ediyorum. En yakın zaman @Turkcell e geçeceğim. En kaliteli hat. @Turkcell ulaşın bana kurtarın beni lütfen,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588343741000,2020-05-01,17:35:41,rumeysaduman_,En iyi operatör olduğun için seni seçtik sen de bu günlerde internetini çektirmiyorsun ayıp ama  @Turkcell @TurkcellHizmet,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588343501000,2020-05-01,17:31:41,sucrossdresser,Finansal kölelerim bana Turkcell Tl yükleyebilirmisiniz efendiniz geldi .,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588342903000,2020-05-01,17:21:43,_queenqetesh,Hayatıma eğlence katıp Turkcell müşteri hizmetleriyle konuşuyorum yaşasın,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588342845000,2020-05-01,17:20:45,melankolikayy,Sevgili Turkcell bedava internet vermiceksen mesaj atma,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588342804000,2020-05-01,17:20:04,eski1numara,"Ünal Karaman'ın istifası ve ülkenin karışması .

Turkcell Süper Lig Özlendi. 🔥🔥",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588342635000,2020-05-01,17:17:15,ftherapia,Bahadır Boysal Karamba Karambita’da.. Mayıs sayısı Turkcell Dergilik’te..  pic.twitter.com/y3553BTtK3,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588342634000,2020-05-01,17:17:14,ftherapia,Erdal Belenlioğlu Karamba Karambita’da.. Mayıs sayısı Turkcell Dergilik’te..  pic.twitter.com/5aYgztRnsk,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588342634000,2020-05-01,17:17:14,ftherapia,Atilla Atalay Karamba Karambita’da.. Mayıs sayısı Turkcell Dergilik’te..  pic.twitter.com/1s23EHazLU,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588342633000,2020-05-01,17:17:13,ftherapia,Öğünü Ersöz  Karamba Karambita’da.. Mayıs sayısı Turkcell Dergilik’te..  pic.twitter.com/WxPViqZNDP,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588342633000,2020-05-01,17:17:13,ftherapia,Vedat Özdemir Karamba Karambita’da.. Mayıs sayısı Turkcell Dergilik’te..  pic.twitter.com/9Js4joBi14,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588342509000,2020-05-01,17:15:09,ftherapia,"Face to Face Therapia Karamba Karambita’yı çıkardı. Mayıs ayı sayısını Turkcell Dergilik’te bulabilirsiniz...

 https://open.dergilik.com.tr/magazineDetail/49899 … pic.twitter.com/09Pd3MT9G8",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588342403000,2020-05-01,17:13:23,nonparody_,Ulan pide kazandım sandım bir an sevinmiş. Tüh. @Turkcell #sallakazan pic.twitter.com/Rsr5DlHDtW,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588342272000,2020-05-01,17:11:12,muratdonmez7,Fiyatta güncelleme varmı abi,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588341744000,2020-05-01,17:02:24,seeniamelek,Ayrıca @Turkcell liyken 2 saatlik dizi izlerdim 400mb falan giderdi @VodafoneTR de 40 dakikalık dizi izliyorum 700mb gibiyor söyleyeceklerim bu kadar,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588341664000,2020-05-01,17:01:04,seeniamelek,@Turkcell li iken 6gb intetnetle gül gibi geçinirdim @VodafoneTR ye geçtim 17gb internetim var (üç kat daha fazla) ay sonunu hiç göremedim yahuu paket aşım yapalım daha çok kazanın diye ne bu sahtekarlık! Sözleşmem dolduğu gibi hop başka operatöre hadi eyvv,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588341599000,2020-05-01,16:59:59,ajansbir,"Antalya, gündemi Dergilik’ten takip ediyor @Turkcell
 https://ajansbir.com/antalya-gundemi-dergilik-ten-takip-ediyor/3531/ …",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588341566000,2020-05-01,16:59:26,daliuzun,Bana 70.000 ping gösteren #turkcell e teşekkür ediyorum. Herkese kısmet olmayacak birşeyi yaşadım.,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588341520000,2020-05-01,16:58:40,polatoguz8,Vasızlar ne zaman dönüş yapacaksınız müşteri hizmetlerinizi arıyorum temsilciniz yüzümüze kapatıyor telefonu siz hizmet vermiyorsunu iş görmez vasızlar keşke @Turkcell ile anlaşsaydım hizmet veremiyorsunuz hizmet vasızsızlar,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588341360000,2020-05-01,16:56:00,magmadergisi,"🔅Müzeyi ve mozaiklerin hikâyesini Müslüm Ercan, Nedim Dervişoğlu ve Barış Salman yazdı; Yusuf Aslan fotoğrafladı.
📍“Şanlıurfa: Edessa Mozaikleri” Arkeo Magma özel sayısında.

📍Özel sayıyı Turkcell @dergilik ’ten ücretsiz okuyabilirsiniz.

👉🏼  https://dergilik.com.tr/magazine/49527  pic.twitter.com/qjuCpBuhan",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588341340000,2020-05-01,16:55:40,cevatkaplan3434,Bu emocanlar nereye bakıyor biliyor musunuz doğu batı kuzey güney yani her tarafta Turkcell var ondan sizde gelin bulunduğunuz yerde olun Turkcell sensiz olmuyor beee  pic.twitter.com/hkPUwRyfBA,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588341322000,2020-05-01,16:55:22,saint_sckn,Turkcell kişisel bakım ürünü satıyor çiçek sepeti uydu alıcısı watsons gaming mouse öyle işte,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588340947000,2020-05-01,16:49:07,tuncerdabak,"@Turkcell @VodafoneTR @TurkTelekom @millenicom @TurkNet @kablonet
İnsanların çoğu cep telefonu üzerinden İnternet'e bağlanıyor.
Evde kullanacakları kotalı 10-20 gb lık 10 TL 20 TL lik tarifeler yapsanız ⁉️",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588340946000,2020-05-01,16:49:06,mkirmik1,Dijital operatörden paket yaptım hala paketim gelmedi yaptığımda mı yanlış var diye 2 defa daha yaptım olmuyor yardımcı olurmusunuz,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588340918000,2020-05-01,16:48:38,flunkiss,@Turkcell alem tiktok çekçek twitterdan birbirine laf sokacak diye superboxta internet leş gibi oluyor. şu internet vanasını açın biraz download yapamıyoruz arkadaş. sözde limitsiz süper hızlı falan filan işte.,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588340868000,2020-05-01,16:47:48,rahime_asya,Telefoncuya turkcell sitesindeki indirimli telefonu gösterip eve istetmek için geldiğim an bittiğini görmem 😬 telefoncunun bu fiyata alamazsın demesi keşke göstermeden istetmiş olsaydım,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588340695000,2020-05-01,16:44:55,serdartc35,"Yaz geliyor şimdiden öğrenelim: karpuz nasıl seçilir? 

Turkcell çalışanlarına “karpuz nasıl seçilir” eğitimi vermişti.  pic.twitter.com/wmqTBLUz0L",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588340545000,2020-05-01,16:42:25,hisseci41,Bu Turkcell ne kurnaz interneti bile gönlümüze girmek için memleketten veriyor. #Trabzon 😂😂😂 pic.twitter.com/2WdUpdH0YH,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588339902000,2020-05-01,16:31:42,turkcellhizmet,Turkcell olarak sizlere en kaliteli hizmeti vermek bizim önceliğimiz. Her sene kapsama planlamamız dahilinde birçok yeni bölgeye kurulum yapıyor ve mevcuttaki istasyonlarımızı geliştiriyoruz. +,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588339875000,2020-05-01,16:31:15,turkcellhizmet,"Turkcell olarak hedefimiz, size en iyi hizmeti verebilmek ve en son teknolojileri sunmak. Güncel fiyatlarımızı, hizmet kanallarımızı sürekli iyileştirmeye ve yatırımlarımızı artırmaya devam edebilmek için düzenliyoruz. Anlayışınız için teşekkür ederiz.",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588339543000,2020-05-01,16:25:43,haliliguler,"@TurkcellHizmet Mısra hanımın sorununu neyse halledelim lütfen.
İvedilikle....
@Turkcell @TcellPlatinum",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588339535000,2020-05-01,16:25:35,deplasedergi,"Deplase Dergi Mayıs sayısı an itibariyle Turkcell Dergilik'te yayında!

👉🏽  http://dergilik.app/Deplase  pic.twitter.com/wljNkBHtJi",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588339129000,2020-05-01,16:18:49,e2ay,Bu da turkcell data hattıyla yaptığım hız testi  pic.twitter.com/sY6tw7cjY9,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588338749000,2020-05-01,16:12:29,yunusucmaz,Serra niye tam ortada bilider benim neyim eksik turkcell in yanına attın,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588338682000,2020-05-01,16:11:22,akittv,Turkcell'den 6 GB'lık uzaktan eğitime destek kotası  https://akittv.com.tr/video-galeri/3776-turkcellden-6-gblik-uzaktan-egitime-destek-kotasi …,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588338176000,2020-05-01,16:02:56,klassmagazin,"Klass, Mayıs sayımız dijital platformlarda ( http://www.klassmagazin.com , Turkcell Dergilik, Turk Telekom Dergilik) yerini aldı.

Ayrıca abonelerimize ve özel müşterilerimize kargo ile elden teslim devam ediyor. 5 Mayıs'tan…  https://www.instagram.com/p/B_pW4NNlS6J/?igshid=647cw0no0ada …",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588337985000,2020-05-01,15:59:45,fundik,"türk telekom internetimiz gitti zaten, turkcell telefon internetimiz bari çeksin yardımcı olun",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588337926000,2020-05-01,15:58:46,korayarslan94,"@Turkcell @TurkcellHizmet @turkcell
Sevgili turkcell, 8 yıldır devamlı müşterinizim, herkese devamlı önerdim herkese tavsiye ediyorum mutluydum turkcell konusunda çekim konusunda, ama bazen 4.5G çekmiyor. İnstagram ve twitter'da bazen 10 15dk beklediğim oldu paketim de var.",,,,,,,,,,,,,,,,,,,,,,,,,
4,1588337860000,2020-05-01,15:57:40,braveheart1295,Aynı şey Turkcell için de geçerli. Hem de sahilde Üçkuyular vapur iskelesinin çaprazında.,,,,,,,,,,,,,,,,,,,,,,,,,
4,1588337855000,2020-05-01,15:57:35,tanriengelios,onu da indireyim 2 atsin turkcell,,,,,,,,,,,,,,,,,,,,,,,,,
